_id,販売年,品名,産地,数量（Kg）,金額（円）,平均単価（円/Kg）
10453,2005,まあじ,山形,171,"39,900",233
10454,2005,まあじ,大阪,300,"35,700",119
10455,2005,まあじ,佐賀,400,"89,250",223
10456,2005,その他あじ,新潟,650,"105,000",162
10457,2005,その他あじ,広島,"2,400","252,000",105
10458,2005,その他あじ,福岡,1,"2,100","2,100"
10459,2005,その他あじ,大分,79,"39,648",502
10460,2005,さば,広島,800,"189,000",236
10461,2005,ひらめ,秋田,216,"203,085",940
10462,2005,ひらめ,山形,9,"17,262","1,918"
10463,2005,ひらめ,長野,111,"128,826","1,161"
10464,2005,ひらめ,佐賀,164,"809,760","4,938"
10465,2005,かれい,長野,25,"13,125",525
10466,2005,かれい,静岡,4,"4,200","1,050"
10467,2005,かれい,愛知,2,"2,100","1,050"
10468,2005,かれい,香川,6,"1,890",315
10469,2005,かれい,大分,9,"5,933",659
10470,2005,まだら,秋田,"8,369","2,385,981",285
10471,2005,まだら,埼玉,20,"4,221",211
10472,2005,はたはた,島根,400,"145,950",365
10473,2005,にぎす,山形,129,"4,725",37
10474,2005,にぎす,福島,45,"7,875",175
10475,2005,さめ,兵庫,47,746,16
10476,2005,たちうお,千葉,10,"11,550","1,155"
10477,2005,たちうお,鳥取,28,"10,710",383
10478,2005,たちうお,佐賀,150,"94,500",630
10479,2005,たちうお,鹿児島,22,"21,525",978
10480,2005,ほうぼう,熊本,12,"1,260",105
10481,2005,ほうぼう,大分,17,"18,648","1,097"
10482,2005,たい,秋田,"1,753","443,582",253
10483,2005,養殖たい,愛媛,"5,974","5,402,976",904
10484,2005,ぶり,埼玉,316,"174,154",551
10485,2005,ぶり,佐賀,752,"422,809",562
10486,2005,養殖ぶり,福井,5,"1,545",309
10487,2005,養殖ぶり,大阪,"75,064","46,278,015",617
10488,2005,養殖ぶり,鳥取,930,"746,703",803
10489,2005,養殖ぶり,香川,"51,090","36,483,204",714
10490,2005,わらさ,福島,"1,031","324,798",315
10491,2005,わらさ,愛媛,"3,704","1,511,995",408
10492,2005,はまち,大阪,90,"8,715",97
10493,2005,はまち,香川,61,"50,682",831
10494,2005,つばす,青森,316,"37,800",120
10495,2005,つばす,大阪,18,"1,418",79
10496,2005,つばす,鳥取,310,"11,519",37
10497,2005,ひらまさ,香川,"1,333","1,173,546",880
10498,2005,ひらまさ,愛媛,"5,505","4,111,951",747
10499,2005,かんぱち,神奈川,397,"186,795",471
10500,2005,かんぱち,京都,3,"2,023",674
10501,2005,かんぱち,大阪,"13,748","13,840,767","1,007"
10502,2005,かんぱち,鳥取,134,"144,146","1,076"
10503,2005,かんぱち,香川,"33,515","35,703,096","1,065"
10504,2005,かんぱち,宮崎,9,"7,560",840
10505,2005,さわら,京都,4,"4,200","1,050"
10506,2005,さわら,大阪,22,"4,620",210
10507,2005,さわら,大分,10,"16,223","1,622"
10508,2005,さわら,宮崎,87,"100,926","1,160"
10509,2005,とびうお,神奈川,124,"22,890",185
10510,2005,とびうお,京都,282,"14,805",53
10511,2005,とびうお,兵庫,242,"36,960",153
10512,2005,ぼら,千葉,8,"8,505","1,063"
10513,2005,ぼら,新潟,112,"2,940",26
10514,2005,ぼら,富山,3,210,70
10515,2005,ぼら,福井,3,11,4
10516,2005,ぼら,愛媛,3,"32,550","10,850"
10517,2005,すずき,山口,125,"117,663",941
10518,2005,すずき,大分,2,"1,596",798
10519,2005,あんこう,秋田,8,"14,700","1,838"
10520,2005,あんこう,山形,33,"46,200","1,400"
10521,2005,あんこう,熊本,19,"18,375",967
10522,2005,あんこう,大分,9,"2,835",315
10523,2005,あなご,茨城,250,"155,391",622
10524,2005,あなご,京都,115,"107,100",931
10525,2005,あなご,兵庫,"2,219","4,361,175","1,965"
10526,2005,あなご,和歌山,23,"24,591","1,069"
10527,2005,あなご,鳥取,40,"10,710",268
10528,2005,かます,山口,38,"39,900","1,050"
10529,2005,きす,和歌山,14,"8,610",615
10530,2005,きす,高知,20,"1,575",79
10531,2005,きす,熊本,5,"4,515",903
10532,2005,さより,埼玉,16,"40,635","2,540"
10533,2005,さより,福岡,950,"467,250",492
10534,2005,しらうお,秋田,50,"82,110","1,642"
10535,2005,ふぐ,和歌山,304,"127,777",420
10536,2005,かわはぎ,大分,99,"47,267",477
10537,2005,あからばちめ,宮城,"6,977","10,161,397","1,456"
10538,2005,やなぎばちめ,三重,152,"312,800","2,058"
10539,2005,やなぎばちめ,大阪,6,"3,780",630
10540,2005,やなぎばちめ,兵庫,276,"114,870",416
10541,2005,やなぎばちめ,鳥取,333,"1,088,800","3,270"
10542,2005,やなぎばちめ,島根,6,"16,485","2,748"
10543,2005,やなぎばちめ,徳島,7,"13,020","1,860"
10544,2005,やなぎばちめ,愛媛,3,"6,426","2,142"
10545,2005,やなぎばちめ,高知,152,"240,852","1,585"
10546,2005,やなぎばちめ,福岡,12,"12,600","1,050"
10547,2005,やなぎばちめ,熊本,9,"5,576",620
10548,2005,やなぎばちめ,大分,11,"35,910","3,265"
10549,2005,やなぎばちめ,宮崎,648,"1,458,769","2,251"
10550,2005,やなぎばちめ,鹿児島,256,"414,957","1,621"
10551,2005,するめいか,高知,280,"89,250",319
10552,2005,たこ,秋田,"15,652","14,394,097",920
10553,2005,たこ,山形,"1,112","745,732",671
10554,2005,たこ,岐阜,620,"826,088","1,332"
10555,2005,たこ,静岡,"53,101","66,540,119","1,253"
10556,2005,あまえび,秋田,"2,826","5,208,000","1,843"
10557,2005,あまえび,岐阜,8,"7,560",945
10558,2005,その他えび,福島,16,"37,371","2,336"
10559,2005,その他えび,岐阜,"1,185","1,200,508","1,013"
10560,2005,その他えび,宮崎,12,"67,725","5,644"
10561,2005,ずわいがに,秋田,"1,904","6,703,305","3,521"
10562,2005,ずわいがに,千葉,131,"273,788","2,090"
10563,2005,ずわいがに,福岡,8,"7,350",919
10564,2005,ずわいがに,長崎,48,"37,800",788
10565,2005,べにずわいがに,茨城,10,"3,780",378
10566,2005,べにずわいがに,千葉,60,"13,125",219
10567,2005,べにずわいがに,兵庫,28,"47,670","1,703"
10568,2005,その他かに,秋田,621,"1,039,395","1,674"
10569,2005,その他かに,山形,48,"90,930","1,894"
10570,2005,その他かに,長野,130,"88,725",683
10571,2005,その他かに,佐賀,16,"26,796","1,675"
10572,2005,その他かに,宮崎,124,"55,524",448
10573,2005,生くじら,東京,5,"17,956","3,591"
10574,2005,生くじら,石川,21,"76,230","3,630"
10575,2005,生くじら,大阪,9,"80,955","8,995"
10576,2005,あわび,青森,704,"6,107,184","8,675"
10577,2005,あわび,秋田,462,"4,716,180","10,208"
10578,2005,あわび,山形,15,"78,750","5,250"
10579,2005,あわび,和歌山,5,"14,700","2,940"
10580,2005,あわび,大分,60,"424,631","7,077"
10581,2005,かき,山形,"2,500","1,413,040",565
10582,2005,かき,福井,145,"54,075",373
10583,2005,かき,鳥取,302,"133,277",441
10584,2005,かき,徳島,110,"54,076",492
10585,2005,はまぐり,宮城,35,"64,050","1,830"
10586,2005,はまぐり,大阪,48,"10,080",210
10587,2005,はまぐり,鳥取,6,"19,215","3,203"
10588,2005,あさり,長野,225,"13,913",62
10589,2005,あさり,大分,5,"3,413",683
10590,2005,しじみ,茨城,168,"119,070",709
10591,2005,しじみ,長野,100,"25,200",252
10592,2005,しじみ,鳥取,45,"14,175",315
10593,2005,しじみ,広島,15,"12,600",840
10594,2005,ばいがい,福島,336,"338,520","1,008"
10595,2005,ばいがい,長野,"2,793","969,150",347
10596,2005,ばいがい,三重,10,"12,075","1,208"
10597,2005,その他かい,長野,240,"44,625",186
10598,2005,その他かい,広島,901,"3,338,268","3,705"
10599,2005,その他かい,徳島,90,"60,585",673
10600,2005,その他かい,熊本,15,"8,925",595
10601,2005,うに,福島,30,"56,700","1,890"
10602,2005,うに,和歌山,80,"188,790","2,360"
10603,2005,なまこ,青森,8,840,105
10604,2005,なまこ,山形,25,"26,250","1,050"
10605,2005,なまこ,鳥取,22,"5,670",258
10606,2005,まこ,新潟,"4,522","1,014,004",224
10607,2005,まこ,愛媛,12,"49,980","4,165"
10608,2005,まこ,福岡,1,"8,400","8,400"
10609,2005,しらこ,富山,165,"378,655","2,295"
10610,2005,しらこ,愛媛,3,"6,300","2,100"
10611,2005,もずく,富山,304,"99,750",328
10612,2005,もずく,徳島,10,"5,250",525
10613,2005,もずく,熊本,"1,110","396,270",357
10614,2005,あゆ,京都,102,"119,574","1,172"
10615,2005,うなぎ,富山,1,"3,150","3,150"
10616,2005,うなぎ,三重,147,"676,411","4,601"
10617,2005,うなぎ,兵庫,5,"13,125","2,625"
10618,2005,わかさぎ,大分,50,"18,900",378
10619,2005,その他淡水魚,徳島,2,"2,415","1,208"
10620,2005,その他淡水魚,佐賀,"1,020","1,042,714","1,022"
10621,2005,その他鮮魚,群馬,"1,197","1,347,905","1,126"
10622,2006,まぐろ,青森,"1,913","5,087,146","2,659"
10623,2006,まぐろ,岩手,316,"688,275","2,178"
10624,2006,まぐろ,宮城,"16,807","25,948,886","1,544"
10625,2006,まぐろ,群馬,"2,981","5,846,756","1,961"
10626,2006,まぐろ,千葉,"84,645","217,125,409","2,565"
10627,2006,まぐろ,東京,"250,236","687,703,214","2,748"
10628,2006,まぐろ,神奈川,"22,559","93,342,954","4,138"
10629,2006,まぐろ,新潟,"11,485","28,335,794","2,467"
10630,2006,まぐろ,富山,486,"1,314,037","2,704"
10631,2006,まぐろ,石川,"11,690","28,750,651","2,459"
10632,2006,まぐろ,福井,"3,180","10,440,752","3,283"
10633,2006,まぐろ,静岡,"76,281","170,402,649","2,234"
10634,2006,まぐろ,愛知,"2,630","5,166,220","1,964"
10635,2006,まぐろ,三重,569,"1,403,315","2,466"
10636,2006,まぐろ,京都,"8,104","19,360,897","2,389"
10637,2006,まぐろ,大阪,"52,556","121,940,415","2,320"
10638,2006,まぐろ,和歌山,"3,547","9,628,451","2,715"
10639,2006,まぐろ,鳥取,"28,442","46,704,005","1,642"
10640,2006,まぐろ,高知,"1,588","4,797,125","3,021"
10641,2006,まぐろ,熊本,"1,597","5,713,180","3,577"
10642,2006,まぐろ,鹿児島,98,"105,683","1,078"
10643,2006,まぐろ,沖縄,"8,488","21,512,007","2,534"
10644,2006,めじ,北海道,150,"266,952","1,780"
10645,2006,めじ,青森,"45,984","63,085,031","1,372"
10646,2006,めじ,岩手,"12,257","16,610,997","1,355"
10647,2006,めじ,宮城,"22,864","13,862,648",606
10648,2006,めじ,山形,309,"404,251","1,308"
10649,2006,めじ,福島,28,"23,688",846
10650,2006,めじ,千葉,"3,998","3,206,160",802
10651,2006,めじ,東京,"7,545","10,283,760","1,363"
10652,2006,めじ,神奈川,144,"263,153","1,827"
10653,2006,めじ,新潟,"2,693","3,912,382","1,453"
10654,2006,めじ,富山,"5,133","7,594,558","1,480"
10655,2006,めじ,石川,"11,788","18,103,054","1,536"
10656,2006,めじ,福井,"1,317","2,754,304","2,091"
10657,2006,めじ,静岡,"3,519","2,923,744",831
10658,2006,めじ,三重,"5,165","4,584,906",888
10659,2006,めじ,京都,"1,146","1,627,494","1,420"
10660,2006,めじ,兵庫,300,"466,400","1,555"
10661,2006,めじ,和歌山,"1,994","2,770,881","1,390"
10662,2006,めじ,鳥取,"12,014","5,830,124",485
10663,2006,めじ,島根,"38,893","27,535,547",708
10664,2006,めじ,山口,542,"599,931","1,107"
10665,2006,めじ,徳島,465,"479,362","1,031"
10666,2006,めじ,高知,"3,689","4,420,363","1,198"
10667,2006,めじ,福岡,"69,641","52,236,407",750
10668,2006,めじ,長崎,"32,188","23,202,158",721
10669,2006,めじ,鹿児島,162,"210,600","1,300"
10670,2006,まかじき,青森,382,"300,167",786
10671,2006,まかじき,岩手,"15,382","12,040,780",783
10672,2006,まかじき,宮城,"89,255","83,257,008",933
10673,2006,まかじき,千葉,"46,992","61,630,095","1,312"
10674,2006,まかじき,東京,"117,306","173,981,886","1,483"
10675,2006,まかじき,富山,51,"2,809",55
10676,2006,まかじき,石川,"2,743","2,454,981",895
10677,2006,まかじき,福井,29,"11,970",413
10678,2006,まかじき,静岡,"4,784","5,351,231","1,119"
10679,2006,まかじき,三重,374,"549,967","1,471"
10680,2006,まかじき,京都,83,"13,944",168
10681,2006,まかじき,大阪,"32,621","40,253,966","1,234"
10682,2006,まかじき,和歌山,"38,692","54,934,871","1,420"
10683,2006,まかじき,高知,"4,588","7,505,061","1,636"
10684,2006,まかじき,長崎,"14,684","27,310,640","1,860"
10685,2006,まかじき,宮崎,"11,895","19,854,981","1,669"
10686,2006,まかじき,沖縄,"10,648","14,999,756","1,409"
10687,2006,黒皮かじき,岩手,"1,119","296,916",265
10688,2006,黒皮かじき,宮城,"67,171","42,401,464",631
10689,2006,黒皮かじき,千葉,"47,909","33,003,524",689
10690,2006,黒皮かじき,東京,"3,771","2,885,601",765
10691,2006,黒皮かじき,石川,230,"28,230",123
10692,2006,黒皮かじき,三重,877,"737,521",841
10693,2006,黒皮かじき,大阪,"26,498","22,408,361",846
10694,2006,黒皮かじき,和歌山,"46,818","31,558,061",674
10695,2006,黒皮かじき,広島,112,"32,104",287
10696,2006,黒皮かじき,高知,"2,646","2,059,209",778
10697,2006,黒皮かじき,長崎,81,"46,489",574
10698,2006,黒皮かじき,宮崎,"22,952","17,330,396",755
10699,2006,黒皮かじき,沖縄,"6,234","4,858,876",779
10700,2006,白皮かじき,北海道,246,"376,629","1,531"
10701,2006,白皮かじき,岩手,234,"273,748","1,170"
10702,2006,白皮かじき,宮城,942,"566,166",601
10703,2006,白皮かじき,茨城,109,"165,191","1,516"
10704,2006,白皮かじき,千葉,"1,823","2,295,290","1,259"
10705,2006,白皮かじき,東京,"4,365","5,230,997","1,198"
10706,2006,白皮かじき,新潟,166,"255,524","1,539"
10707,2006,白皮かじき,石川,"1,491","3,264,245","2,189"
10708,2006,白皮かじき,福井,"2,683","3,890,780","1,450"
10709,2006,白皮かじき,三重,"3,336","2,798,328",839
10710,2006,白皮かじき,京都,"1,698","2,776,522","1,635"
10711,2006,白皮かじき,大阪,"57,070","76,562,410","1,342"
10712,2006,白皮かじき,和歌山,"2,218","2,650,949","1,195"
10713,2006,白皮かじき,鳥取,833,"1,373,326","1,649"
10714,2006,白皮かじき,島根,"2,369","4,119,102","1,739"
10715,2006,白皮かじき,広島,980,"353,233",360
10716,2006,白皮かじき,高知,"5,929","9,804,542","1,654"
10717,2006,白皮かじき,長崎,230,"220,492",959
10718,2006,かつお,青森,546,"130,536",239
10719,2006,かつお,宮城,"108,151","50,574,738",468
10720,2006,かつお,千葉,"29,119","13,731,280",472
10721,2006,かつお,富山,385,"60,996",158
10722,2006,かつお,石川,"13,189","707,355",54
10723,2006,かつお,福井,262,"11,498",44
10724,2006,かつお,静岡,"31,592","22,088,718",699
10725,2006,かつお,三重,"26,822","12,417,511",463
10726,2006,かつお,和歌山,"1,948","1,250,497",642
10727,2006,かつお,島根,288,"100,039",347
10728,2006,かつお,徳島,519,"202,962",391
10729,2006,かつお,長崎,898,"398,303",444
10730,2006,かつお,宮崎,927,"1,322,578","1,427"
10731,2006,かつお,鹿児島,"8,138","6,566,585",807
10732,2006,さけ,北海道,"134,880","81,578,770",605
10733,2006,さけ,青森,"69,661","38,251,759",549
10734,2006,さけ,岩手,"55,202","27,238,300",493
10735,2006,さけ,宮城,"221,544","174,654,537",788
10736,2006,さけ,秋田,27,"18,585",688
10737,2006,さけ,茨城,10,"7,980",798
10738,2006,さけ,千葉,"45,999","43,720,547",950
10739,2006,さけ,東京,"101,030","106,089,638","1,050"
10740,2006,さけ,神奈川,"9,042","10,914,806","1,207"
10741,2006,さけ,新潟,200,"52,500",263
10742,2006,さけ,富山,284,"82,710",291
10743,2006,さけ,石川,"16,049","9,466,057",590
10744,2006,さけ,福井,"101,921","89,490,504",878
10745,2006,さけ,静岡,"15,651","16,903,376","1,080"
10746,2006,さけ,愛知,"16,945","17,089,490","1,009"
10747,2006,さけ,三重,"35,309","28,491,376",807
10748,2006,さけ,滋賀,5,"2,835",567
10749,2006,さけ,京都,"13,367","13,505,080","1,010"
10750,2006,さけ,大阪,"5,600","5,148,165",919
10751,2006,さけ,兵庫,"18,915","19,038,451","1,007"
10752,2006,さけ,愛媛,21,"16,774",799
10753,2006,さけ,熊本,10,"3,938",394
10754,2006,さけ,鹿児島,5,"2,625",525
10755,2006,ます,北海道,"7,033","7,665,795","1,090"
10756,2006,ます,青森,"11,228","17,227,087","1,534"
10757,2006,ます,岩手,996,"932,786",937
10758,2006,ます,宮城,623,"360,801",579
10759,2006,ます,東京,40,"54,622","1,366"
10760,2006,ます,新潟,11,"18,354","1,669"
10761,2006,ます,富山,105,"113,854","1,084"
10762,2006,ます,石川,788,"955,744","1,213"
10763,2006,ます,福井,37,"47,346","1,280"
10764,2006,ます,岐阜,160,"193,200","1,208"
10765,2006,ます,静岡,33,"40,320","1,222"
10766,2006,ます,岡山,10,"1,575",158
10767,2006,まいわし,北海道,650,"160,440",247
10768,2006,まいわし,青森,"7,895","1,964,760",249
10769,2006,まいわし,岩手,"5,680","2,259,600",398
10770,2006,まいわし,宮城,"92,993","39,113,552",421
10771,2006,まいわし,福島,"12,150","13,429,080","1,105"
10772,2006,まいわし,茨城,"85,194","37,252,429",437
10773,2006,まいわし,千葉,"172,646","70,866,553",410
10774,2006,まいわし,東京,"3,570","1,732,723",485
10775,2006,まいわし,神奈川,105,"29,400",280
10776,2006,まいわし,富山,"9,694","3,629,106",374
10777,2006,まいわし,石川,"33,029","14,626,608",443
10778,2006,まいわし,福井,345,"101,588",294
10779,2006,まいわし,静岡,"21,637","9,711,503",449
10780,2006,まいわし,愛知,"6,538","3,044,370",466
10781,2006,まいわし,三重,"161,146","60,816,264",377
10782,2006,まいわし,兵庫,7,"14,375","2,054"
10783,2006,まいわし,和歌山,"15,783","4,216,645",267
10784,2006,まいわし,鳥取,"19,163","9,740,989",508
10785,2006,まいわし,島根,"4,849","1,976,835",408
10786,2006,まいわし,徳島,"7,883","3,043,950",386
10787,2006,まいわし,愛媛,"8,451","3,976,245",471
10788,2006,まいわし,高知,"99,357","39,468,926",397
10789,2006,まいわし,長崎,861,"525,525",610
10790,2006,まいわし,熊本,224,"205,800",919
10791,2006,うるめいわし,福島,24,"6,300",263
10792,2006,うるめいわし,千葉,"6,050","1,251,759",207
10793,2006,うるめいわし,富山,"1,125","219,398",195
10794,2006,うるめいわし,石川,"8,160","2,872,425",352
10795,2006,うるめいわし,静岡,"1,559","378,210",243
10796,2006,うるめいわし,三重,"2,080","250,950",121
10797,2006,うるめいわし,和歌山,950,"236,250",249
10798,2006,うるめいわし,鳥取,"20,259","5,418,578",267
10799,2006,うるめいわし,島根,508,"211,680",417
10800,2006,うるめいわし,愛媛,"1,275","328,020",257
10801,2006,うるめいわし,高知,"9,000","1,723,365",191
10802,2006,うるめいわし,長崎,760,"258,930",341
10803,2006,うるめいわし,熊本,500,"131,250",263
10804,2006,かたくちいわし,千葉,"9,383","1,645,824",175
10805,2006,かたくちいわし,新潟,144,"9,030",63
10806,2006,かたくちいわし,富山,"10,247","1,002,764",98
10807,2006,かたくちいわし,石川,"27,386","3,797,051",139
10808,2006,かたくちいわし,福井,456,"56,490",124
10809,2006,かたくちいわし,三重,"57,776","7,910,761",137
10810,2006,かたくちいわし,鳥取,250,"89,250",357
10811,2006,まあじ,青森,288,"21,630",75
10812,2006,まあじ,岩手,17,"7,560",445
10813,2006,まあじ,宮城,"1,425","539,595",379
10814,2006,まあじ,秋田,224,"64,680",289
10815,2006,まあじ,山形,"2,930","681,030",232
10816,2006,まあじ,福島,"2,481","435,596",176
10817,2006,まあじ,茨城,"1,046","268,275",256
10818,2006,まあじ,千葉,"16,223","4,982,749",307
10819,2006,まあじ,東京,24,"31,479","1,312"
10820,2006,まあじ,神奈川,"3,038","3,059,070","1,007"
10821,2006,まあじ,新潟,"66,202","18,340,141",277
10822,2006,まあじ,富山,"109,432","61,813,385",565
10823,2006,まあじ,石川,"640,661","257,307,967",402
10824,2006,まあじ,福井,"59,712","34,791,280",583
10825,2006,まあじ,静岡,"33,027","20,179,794",611
10826,2006,まあじ,愛知,12,"6,300",525
10827,2006,まあじ,三重,"64,520","39,920,352",619
10828,2006,まあじ,京都,"11,340","8,116,777",716
10829,2006,まあじ,兵庫,"2,233","792,068",355
10830,2006,まあじ,和歌山,"79,827","24,404,468",306
10831,2006,まあじ,鳥取,"61,109","35,724,708",585
10832,2006,まあじ,島根,"144,145","75,980,416",527
10833,2006,まあじ,山口,"108,735","62,714,586",577
10834,2006,まあじ,徳島,"5,595","2,521,628",451
10835,2006,まあじ,愛媛,"22,288","21,598,764",969
10836,2006,まあじ,高知,"17,657","11,580,765",656
10837,2006,まあじ,福岡,461,"471,513","1,023"
10838,2006,まあじ,長崎,"64,118","30,016,455",468
10839,2006,まあじ,熊本,"2,894","2,054,430",710
10840,2006,まあじ,大分,"4,604","6,086,724","1,322"
10841,2006,まあじ,宮崎,"6,024","7,676,813","1,274"
10842,2006,まあじ,鹿児島,"3,432","2,654,883",774
10843,2006,その他あじ,岩手,9,210,23
10844,2006,その他あじ,千葉,245,"40,635",166
10845,2006,その他あじ,富山,61,"10,815",177
10846,2006,その他あじ,石川,289,"80,379",278
10847,2006,その他あじ,福井,52,"52,679","1,013"
10848,2006,その他あじ,静岡,483,"141,225",292
10849,2006,その他あじ,愛知,585,"138,600",237
10850,2006,その他あじ,三重,"4,210","1,232,147",293
10851,2006,その他あじ,兵庫,93,"12,497",134
10852,2006,その他あじ,和歌山,"12,102","2,719,815",225
10853,2006,その他あじ,徳島,120,"78,882",657
10854,2006,その他あじ,高知,393,"248,897",633
10855,2006,その他あじ,長崎,24,"12,117",505
10856,2006,その他あじ,鹿児島,"1,462","877,239",600
10857,2006,さば,北海道,"2,000","521,325",261
10858,2006,さば,青森,"10,561","3,207,645",304
10859,2006,さば,岩手,"89,264","24,230,660",271
10860,2006,さば,宮城,"328,723","81,065,355",247
10861,2006,さば,福島,"3,201","1,062,600",332
10862,2006,さば,茨城,"33,588","8,895,131",265
10863,2006,さば,千葉,"217,979","60,987,181",280
10864,2006,さば,東京,"2,989","3,273,071","1,095"
10865,2006,さば,神奈川,"62,617","13,179,080",210
10866,2006,さば,新潟,"129,185","41,528,288",321
10867,2006,さば,富山,"49,908","22,785,371",457
10868,2006,さば,石川,"487,977","201,016,945",412
10869,2006,さば,福井,"48,103","21,960,583",457
10870,2006,さば,静岡,"205,178","51,275,493",250
10871,2006,さば,愛知,"3,475","926,415",267
10872,2006,さば,三重,"295,054","51,791,268",176
10873,2006,さば,京都,"31,948","13,794,323",432
10874,2006,さば,兵庫,"2,389","4,063,057","1,701"
10875,2006,さば,和歌山,"18,148","4,009,740",221
10876,2006,さば,鳥取,"45,608","21,818,112",478
10877,2006,さば,島根,"37,859","20,626,725",545
10878,2006,さば,広島,"4,050","1,358,070",335
10879,2006,さば,山口,"5,919","2,851,800",482
10880,2006,さば,徳島,"4,823","1,301,055",270
10881,2006,さば,香川,10,"5,250",525
10882,2006,さば,愛媛,"2,394","2,522,882","1,054"
10883,2006,さば,高知,"10,114","5,391,572",533
10884,2006,さば,福岡,"1,557","1,039,122",667
10885,2006,さば,長崎,"50,423","23,911,823",474
10886,2006,さば,熊本,"1,290","382,725",297
10887,2006,さば,大分,"5,812","19,627,675","3,377"
10888,2006,さば,鹿児島,66,"71,925","1,090"
10889,2006,さんま,北海道,"586,137","241,705,568",412
10890,2006,さんま,岩手,"47,148","12,212,760",259
10891,2006,さんま,宮城,"293,881","76,311,742",260
10892,2006,さんま,千葉,"134,593","33,179,800",247
10893,2006,さんま,東京,"3,088","757,974",245
10894,2006,さんま,新潟,9,"3,780",420
10895,2006,さんま,富山,4,735,184
10896,2006,さんま,石川,"2,015","475,860",236
10897,2006,さんま,静岡,196,"102,900",525
10898,2006,さんま,三重,275,"55,125",200
10899,2006,さんま,高知,48,"29,295",610
10900,2006,ひらめ,北海道,"7,172","16,505,359","2,301"
10901,2006,ひらめ,青森,"64,390","93,489,567","1,452"
10902,2006,ひらめ,岩手,"4,515","5,112,155","1,132"
10903,2006,ひらめ,宮城,"14,175","30,378,953","2,143"
10904,2006,ひらめ,山形,"1,460","1,607,250","1,101"
10905,2006,ひらめ,福島,"4,410","5,254,848","1,192"
10906,2006,ひらめ,茨城,"12,765","25,214,002","1,975"
10907,2006,ひらめ,千葉,"14,825","39,544,955","2,667"
10908,2006,ひらめ,東京,698,"876,485","1,256"
10909,2006,ひらめ,新潟,"14,074","20,493,799","1,456"
10910,2006,ひらめ,富山,"2,491","3,264,091","1,310"
10911,2006,ひらめ,石川,"65,186","141,772,437","2,175"
10912,2006,ひらめ,福井,"11,381","23,925,248","2,102"
10913,2006,ひらめ,静岡,37,"53,835","1,455"
10914,2006,ひらめ,愛知,11,"11,865","1,079"
10915,2006,ひらめ,三重,"21,459","50,629,880","2,359"
10916,2006,ひらめ,京都,"4,518","8,537,563","1,890"
10917,2006,ひらめ,大阪,"3,009","7,105,363","2,361"
10918,2006,ひらめ,兵庫,"15,657","34,381,126","2,196"
10919,2006,ひらめ,和歌山,330,"669,457","2,029"
10920,2006,ひらめ,鳥取,"6,456","17,063,055","2,643"
10921,2006,ひらめ,島根,"15,525","39,043,621","2,515"
10922,2006,ひらめ,岡山,242,"475,047","1,963"
10923,2006,ひらめ,山口,362,"484,194","1,338"
10924,2006,ひらめ,徳島,6,"2,133",356
10925,2006,ひらめ,香川,125,"357,434","2,859"
10926,2006,ひらめ,愛媛,"28,871","66,971,475","2,320"
10927,2006,ひらめ,高知,810,"1,648,298","2,035"
10928,2006,ひらめ,長崎,"25,351","59,120,041","2,332"
10929,2006,ひらめ,熊本,"12,743","22,233,791","1,745"
10930,2006,ひらめ,宮崎,"1,673","5,695,622","3,404"
10931,2006,ひらめ,鹿児島,265,"360,300","1,360"
10932,2006,かれい,北海道,"367,456","171,034,208",465
10933,2006,かれい,青森,"10,319","9,233,549",895
10934,2006,かれい,岩手,191,"101,579",532
10935,2006,かれい,宮城,"22,023","17,698,419",804
10936,2006,かれい,福島,"56,702","34,368,974",606
10937,2006,かれい,千葉,105,"41,424",395
10938,2006,かれい,新潟,"17,550","15,812,364",901
10939,2006,かれい,富山,"2,707","2,237,151",826
10940,2006,かれい,石川,"768,249","456,498,837",594
10941,2006,かれい,福井,"59,807","31,056,582",519
10942,2006,かれい,静岡,10,"24,150","2,415"
10943,2006,かれい,愛知,54,"20,549",381
10944,2006,かれい,三重,17,"4,253",250
10945,2006,かれい,兵庫,"32,623","14,643,524",449
10946,2006,かれい,和歌山,15,"6,573",438
10947,2006,かれい,鳥取,"106,060","45,118,227",425
10948,2006,かれい,島根,"22,033","21,679,280",984
10949,2006,かれい,岡山,16,"15,435",965
10950,2006,かれい,山口,"1,855","1,942,620","1,047"
10951,2006,かれい,香川,45,"20,068",446
10952,2006,かれい,愛媛,7,736,105
10953,2006,かれい,長崎,52,"50,075",963
10954,2006,かれい,鹿児島,660,"637,506",966
10955,2006,まだら,北海道,"45,890","29,503,234",643
10956,2006,まだら,青森,"81,324","49,047,545",603
10957,2006,まだら,岩手,"752,576","332,448,281",442
10958,2006,まだら,宮城,"422,439","194,572,789",461
10959,2006,まだら,秋田,"2,578","875,377",340
10960,2006,まだら,山形,"55,219","17,895,007",324
10961,2006,まだら,福島,"179,492","55,728,056",310
10962,2006,まだら,千葉,20,"16,800",840
10963,2006,まだら,新潟,"42,484","22,464,446",529
10964,2006,まだら,富山,200,"162,268",811
10965,2006,まだら,石川,"314,083","165,358,048",526
10966,2006,まだら,福井,775,"300,827",388
10967,2006,まだら,三重,"1,228","1,120,332",912
10968,2006,まだら,兵庫,"1,218","242,550",199
10969,2006,まだら,和歌山,192,"180,333",939
